,Unnamed: 0,prop_name,completion_year,rent,rent_type,region,district,property_type,rooms,parking,bathroom,size,furnished_rate,facilities_rate,count
201,201,Suasana Lumayan,2015.0,1600,house,Kuala Lumpur,Cheras,Condominium,4,1.0,2.0,1142.0,1.0,5.0,33.0
202,202,"The Park 2, Pavilion Bukit Jalil",2021.0,3200,house,Kuala Lumpur,Bukit Jalil,Service Residence,2,1.0,2.0,750.0,2.0,7.0,12.0
203,203,Seksyen 1 Wangsa Maju Flat,,900,house,Kuala Lumpur,Wangsa Maju,Flat,2,,1.0,600.0,1.0,,19.0
204,204,Platinum Hill PV 6,2008.0,1600,house,Kuala Lumpur,Setapak,Condominium,4,1.0,2.0,1328.0,0.0,,6.0
205,205,M3 Residency,2017.0,1700,house,Kuala Lumpur,Setapak,Service Residence,3,1.0,2.0,900.0,2.0,,15.0
206,206,Platinum Lake PV 13,,1800,house,Kuala Lumpur,Setapak,Condominium,4,,2.0,1313.0,0.0,9.0,7.0
207,207,Putra Villa,2007.0,1800,house,Kuala Lumpur,Setapak,Condominium,3,1.0,2.0,1067.0,2.0,,46.0
208,208,TR Residence,,2500,house,Kuala Lumpur,Titiwangsa,Service Residence,3,1.0,2.0,850.0,2.0,7.0,37.0
209,209,Majestic Maxim,2021.0,1300,house,Kuala Lumpur,Cheras,Service Residence,2,1.0,2.0,650.0,1.0,8.0,213.0
210,210,Genting Court Condominium,1995.0,1100,house,Kuala Lumpur,Setapak,Condominium,3,1.0,2.0,820.0,1.0,8.0,5.0
211,211,Prima Court,,900,house,Kuala Lumpur,Ampang,Condominium,3,1.0,2.0,890.0,1.0,11.0,1.0
212,212,Aliran Damai Apartments,,1200,house,Kuala Lumpur,Cheras,Apartment,3,1.0,2.0,1006.0,1.0,,7.0
213,213,Royal Regent (Sri Putramas 3),2013.0,2000,house,Kuala Lumpur,Jalan Kuching,Condominium,3,1.0,2.0,1018.0,2.0,12.0,40.0
214,214,Vue Residences,2013.0,1700,house,Kuala Lumpur,Titiwangsa,Service Residence,2,1.0,1.0,726.0,1.0,10.0,6.0
215,215,Tasikmas,,1300,house,Kuala Lumpur,Bandar Tasik Selatan,Apartment,3,1.0,2.0,850.0,2.0,3.0,5.0
216,216,Flat Taman Bukit Angkasa,,1200,house,Kuala Lumpur,Bangsar South,Flat,3,,1.0,750.0,0.0,,14.0
217,217,Seksyen 2 Wangsa Maju Flat Block D,,1200,house,Kuala Lumpur,Wangsa Maju,Flat,2,,1.0,520.0,0.0,,22.0
218,218,Alpha Villa,,1500,house,Kuala Lumpur,Wangsa Maju,Apartment,3,,2.0,1070.0,1.0,6.0,4.0
219,219,M Centura,2021.0,2500,house,Kuala Lumpur,Sentul,Service Residence,3,,2.0,850.0,2.0,10.0,140.0
220,220,Wangsa Maju Seksyen2 Flat Block F,,750,house,Kuala Lumpur,Wangsa Maju,Flat,2,2.0,1.0,580.0,1.0,9.0,1.0
221,221,28 Boulevard,2019.0,1700,room,Kuala Lumpur,Pandan Perdana,Apartment,1,,1.0,450.0,2.0,10.0,25.0
222,222,Residensi Pandanmas 2,,1200,house,Kuala Lumpur,Desa Pandan,Condominium,3,,2.0,900.0,0.0,8.0,9.0
223,223,Regalia Residence,2012.0,2100,room,Kuala Lumpur,Jalan Sultan Ismail,Service Residence,1,,1.0,560.0,2.0,5.0,29.0
224,224,Pangsapuri Mawar (Sentul),,1400,house,Kuala Lumpur,Sentul,Condominium,3,2.0,2.0,1010.0,0.0,3.0,10.0
225,225,Casa Kiara 1,,3000,house,Kuala Lumpur,Mont Kiara,Condominium,4,2.0,3.0,1268.0,2.0,14.0,5.0
226,226,Nusa Mewah Villa Condominium,2014.0,1400,house,Kuala Lumpur,Cheras,Condominium,3,2.0,2.0,865.0,2.0,10.0,9.0
227,227,Mizumi Residences,2020.0,1400,house,Kuala Lumpur,Kepong,Service Residence,3,2.0,2.0,932.0,1.0,12.0,29.0
228,228,Flat Pkns Au3,,650,house,Kuala Lumpur,Keramat,Flat,2,,1.0,568.0,1.0,3.0,7.0
229,229,Maxim Citilights,2017.0,1350,house,Kuala Lumpur,Sentul,Service Residence,3,1.0,2.0,1095.0,0.0,14.0,42.0
230,230,,,1600,room,Kuala Lumpur,Old Klang Road,Duplex,1,1.0,2.0,775.0,2.0,11.0,
231,231,,,1700,house,Kuala Lumpur,Old Klang Road,Service Residence,2,1.0,2.0,775.0,2.0,11.0,
232,232,Kenanga Point,,1599,house,Kuala Lumpur,Pudu,Condominium,3,1.0,2.0,900.0,1.0,9.0,7.0
233,233,Royal Domain Sri Putramas 2,2007.0,1880,house,Kuala Lumpur,Jalan Kuching,Service Residence,3,1.0,2.0,1290.0,1.0,11.0,16.0
234,234,Villa Crystal,2017.0,1800,house,Kuala Lumpur,Segambut,Condominium,3,2.0,3.0,1298.0,1.0,7.0,16.0
235,235,Damansara Foresta,2016.0,2000,house,Kuala Lumpur,Sri Damansara,Condominium,4,2.0,3.0,1492.0,1.0,9.0,23.0
236,236,Damansara Foresta,2016.0,2800,house,Kuala Lumpur,Sri Damansara,Condominium,3,2.0,3.0,1610.0,2.0,9.0,23.0
237,237,Tuan Residency,,1800,house,Kuala Lumpur,Jalan Kuching,Service Residence,3,1.0,2.0,1105.0,2.0,14.0,22.0
238,238,PPA1M Bukit Jalil,,1300,house,Kuala Lumpur,Bukit Jalil,Apartment,4,1.0,2.0,1200.0,0.0,3.0,23.0
239,239,Vista Angkasa,,1800,house,Kuala Lumpur,Bangsar South,Apartment,3,,2.0,1200.0,1.0,5.0,18.0
240,240,Suasana Lumayan,2015.0,1800,house,Kuala Lumpur,Cheras,Condominium,4,,2.0,1142.0,1.0,5.0,33.0
241,241,Menara Sri Cendana,,1500,house,Kuala Lumpur,Setiawangsa,Apartment,3,,1.0,874.0,1.0,,4.0
242,242,Residensi Tasikmas,,1300,house,Kuala Lumpur,Cheras,Apartment,3,,2.0,850.0,2.0,,10.0
243,243,Bayu Tasik 1,1999.0,1200,house,Kuala Lumpur,Cheras,Condominium,3,2.0,2.0,975.0,1.0,9.0,19.0
244,244,Cheria Heights Condo / Apartments,,600,house,Kuala Lumpur,Cheras,Apartment,3,,1.0,700.0,0.0,5.0,2.0
245,245,The Nest Residence @ Genting Klang,,1499,house,Kuala Lumpur,Setapak,Service Residence,2,1.0,1.0,700.0,2.0,10.0,10.0
246,246,Residensi Pandanmas 2,,1300,house,Kuala Lumpur,Desa Pandan,Apartment,3,,2.0,900.0,2.0,7.0,43.0
247,247,Residensi Pandanmas 2,,1000,house,Kuala Lumpur,Desa Pandan,Apartment,3,,2.0,900.0,1.0,7.0,43.0
248,248,Majestic Maxim,2021.0,1400,house,Kuala Lumpur,Cheras,Service Residence,2,2.0,2.0,650.0,0.0,8.0,213.0
249,249,Pangsapuri Sri Penara,,900,house,Kuala Lumpur,Cheras,Flat,3,,2.0,650.0,0.0,4.0,13.0
250,250,Permai Ria @ Bukit Ampang Permai,,900,house,Kuala Lumpur,Ampang,Flat,3,,2.0,680.0,1.0,4.0,1.0
251,251,Residensi Alam Damai (PR1MA @ Alam Damai),,1300,house,Kuala Lumpur,Cheras,Apartment,3,2.0,2.0,1000.0,1.0,11.0,25.0
252,252,Blok Desa Awana Apartment,,1000,house,Kuala Lumpur,Cheras,Flat,3,,2.0,700.0,2.0,,1.0
253,253,Sky Awani Residensi,,1550,house,Kuala Lumpur,Sentul,Condominium,3,,2.0,900.0,1.0,10.0,30.0
254,254,The Address @ Taman Desa,2022.0,3300,house,Kuala Lumpur,Taman Desa,Condominium,4,2.0,3.0,1118.0,2.0,9.0,9.0
255,255,Regalia Residence,2012.0,2600,house,Kuala Lumpur,Jalan Sultan Ismail,Service Residence,2,1.0,1.0,805.0,2.0,8.0,29.0
256,256,The Scott Garden,2011.0,1400,room,Kuala Lumpur,Old Klang Road,Duplex,1,1.0,1.0,775.0,1.0,,16.0
257,257,Casa Idaman,2010.0,1700,house,Kuala Lumpur,Jalan Ipoh,Condominium,3,1.0,2.0,1300.0,1.0,8.0,29.0
258,258,216 Residences,2022.0,1800,house,Kuala Lumpur,Kuchai Lama,Service Residence,2,1.0,2.0,804.0,2.0,9.0,1.0
259,259,Bandar Baru Sentul,,850,house,Kuala Lumpur,Sentul,Apartment,2,1.0,1.0,570.0,0.0,,4.0
260,260,PPA1M Mercu Jalil,,1300,house,Kuala Lumpur,Bukit Jalil,Apartment,4,1.0,2.0,1434.0,1.0,14.0,2.0
261,261,Residensi Jalilmas,,1200,house,Kuala Lumpur,Bukit Jalil,Apartment,3,1.0,2.0,850.0,1.0,14.0,54.0
262,262,The Era,2021.0,2800,house,Kuala Lumpur,Segambut,Service Residence,3,2.0,2.0,1033.0,2.0,8.0,29.0
263,263,Segar Apartments,,1000,house,Kuala Lumpur,Cheras,Apartment,3,1.0,2.0,950.0,1.0,5.0,2.0
264,264,Sri Penara,,800,house,Kuala Lumpur,Cheras,Apartment,3,,2.0,650.0,0.0,5.0,16.0
265,265,The Meritz,2008.0,3800,house,Kuala Lumpur,Ampang,Condominium,2,,2.0,1400.0,2.0,10.0,14.0
266,266,Casa Mutiara,2007.0,2000,house,Kuala Lumpur,Bukit Bintang,Service Residence,2,,2.0,900.0,2.0,7.0,22.0
267,267,Residensi Hijauan Lumayan,2018.0,1200,house,Kuala Lumpur,Sungai Besi,Apartment,3,1.0,2.0,1035.0,1.0,7.0,4.0
268,268,Greenview Apartments,,1000,house,Kuala Lumpur,Kepong,Apartment,5,,2.0,850.0,0.0,4.0,10.0
269,269,Sri Putramas,2004.0,1500,house,Kuala Lumpur,Jalan Kuching,Condominium,3,,2.0,1050.0,1.0,14.0,42.0
270,270,M Vertica,2023.0,2300,house,Kuala Lumpur,Cheras,Condominium,4,2.0,3.0,1000.0,1.0,9.0,115.0
271,271,,,1499,house,Kuala Lumpur,Sentul,Service Residence,3,1.0,2.0,948.0,1.0,12.0,
272,272,Bayu Tasik 1,1999.0,1400,house,Kuala Lumpur,Cheras,Condominium,3,1.0,2.0,920.0,1.0,7.0,19.0
273,273,Pangsapuri Melur (Sentul),2006.0,1750,house,Kuala Lumpur,Sentul,Apartment,3,1.0,2.0,1010.0,2.0,7.0,19.0
274,274,One Maxim,2020.0,1700,house,Kuala Lumpur,Sentul,Apartment,3,1.0,2.0,819.0,2.0,9.0,2.0
275,275,Maxim Citilights,2017.0,1350,house,Kuala Lumpur,Sentul,Service Residence,3,1.0,2.0,1150.0,1.0,11.0,42.0
276,276,Pangsapuri Bukit Baru,,750,house,Kuala Lumpur,Keramat,Apartment,3,2.0,2.0,722.0,0.0,4.0,1.0
277,277,OUG Parklane,,1600,house,Kuala Lumpur,OUG,Apartment,3,2.0,2.0,950.0,2.0,7.0,1.0
278,278,Royal Regent (Sri Putramas 3),2013.0,1800,house,Kuala Lumpur,Jalan Kuching,Condominium,2,1.0,2.0,880.0,2.0,11.0,40.0
279,279,PV9 Residences @ Taman Melati,2022.0,1800,house,Kuala Lumpur,Setapak,Service Residence,3,1.0,2.0,850.0,1.0,7.0,68.0
280,280,Vista Angkasa,,1300,house,Kuala Lumpur,Bangsar South,Apartment,2,1.0,2.0,555.0,1.0,5.0,18.0
281,281,Hartamas Regency II,2007.0,5800,house,Kuala Lumpur,Mont Kiara,Condominium,7,3.0,7.0,3488.0,1.0,11.0,6.0
282,282,Arte Plus Jalan Ampang,2018.0,1500,room,Kuala Lumpur,Ampang,Service Residence,1,1.0,1.0,680.0,2.0,12.0,48.0
283,283,Impiana Sky Residensi,2021.0,1250,house,Kuala Lumpur,Bukit Jalil,Apartment,3,,2.0,850.0,1.0,5.0,58.0
284,284,M Centura,2021.0,2800,house,Kuala Lumpur,Sentul,Service Residence,3,,2.0,850.0,2.0,,140.0
285,285,M Centura,2021.0,2500,house,Kuala Lumpur,Sentul,Service Residence,3,,2.0,850.0,2.0,,140.0
286,286,Maxim Residences,2017.0,1850,house,Kuala Lumpur,Cheras,Service Residence,3,1.0,2.0,1050.0,2.0,4.0,49.0
287,287,"The Park 2, Pavilion Bukit Jalil",2021.0,3500,house,Kuala Lumpur,Bukit Jalil,Service Residence,2,,1.0,750.0,2.0,5.0,12.0
288,288,Platinum Teratai Residence,2019.0,1499,house,Kuala Lumpur,Setapak,Apartment,3,2.0,2.0,928.0,1.0,9.0,10.0
289,289,Pangsapuri Mawar (Sentul),,1300,house,Kuala Lumpur,Sentul,Apartment,3,1.0,2.0,1000.0,0.0,7.0,2.0
290,290,Pangsapuri Melur (Sentul),2006.0,1500,house,Kuala Lumpur,Sentul,Apartment,3,1.0,2.0,1100.0,1.0,6.0,19.0
291,291,Residensi Vista Wirajaya,,1450,house,Kuala Lumpur,Setapak,Apartment,3,1.0,2.0,850.0,1.0,8.0,34.0
292,292,Suasana Lumayan,2015.0,1600,house,Kuala Lumpur,Cheras,Condominium,3,1.0,2.0,1142.0,1.0,8.0,33.0
293,293,KL Gateway Premium Residences,,2000,room,Kuala Lumpur,Bangsar South,Service Residence,1,,1.0,525.0,2.0,6.0,4.0
294,294,M Vertica,2023.0,2600,house,Kuala Lumpur,Cheras,Condominium,3,2.0,2.0,850.0,2.0,14.0,115.0
295,295,Ascenda Residences @ SkyArena Setapak,2017.0,1700,house,Kuala Lumpur,Setapak,Condominium,3,2.0,2.0,1200.0,1.0,7.0,26.0
296,296,The Nest Residence @ Genting Klang,,1500,house,Kuala Lumpur,Setapak,Condominium,3,1.0,2.0,700.0,1.0,10.0,7.0
297,297,Vista Wirajaya 2 Residensi @ PV9,,1500,house,Kuala Lumpur,Setapak,Service Residence,3,1.0,2.0,850.0,1.0,7.0,3.0
298,298,Infiniti 3 Residences,,2500,house,Kuala Lumpur,Wangsa Maju,Service Residence,3,2.0,4.0,1518.0,1.0,9.0,12.0
299,299,Vista Wirajaya 2 Residensi @ PV9,,1500,house,Kuala Lumpur,Setapak,Service Residence,3,1.0,2.0,850.0,1.0,7.0,3.0
300,300,Lexa Residence @ The Quartz WM,,1500,house,Kuala Lumpur,Wangsa Maju,Condominium,3,1.0,2.0,700.0,1.0,,1.0
301,301,Idaman Residence @ KLCC,2016.0,4800,house,Kuala Lumpur,KLCC,Condominium,3,1.0,4.0,1717.0,2.0,10.0,3.0
302,302,Setapak Green,2014.0,1799,house,Kuala Lumpur,Setapak,Condominium,4,2.0,3.0,1362.0,1.0,,7.0
303,303,Residensi Vista Wirajaya,,1550,house,Kuala Lumpur,Setapak,Apartment,3,1.0,2.0,850.0,1.0,6.0,34.0
304,304,Majestic Maxim,2021.0,1000,house,Kuala Lumpur,Cheras,Service Residence,3,,2.0,819.0,1.0,12.0,213.0
305,305,Residensi Sefina Mont Kiara,2019.0,4600,house,Kuala Lumpur,Mont Kiara,Condominium,3,2.0,2.0,1548.0,2.0,11.0,6.0
306,306,Villa Danau,,1250,house,Kuala Lumpur,Setapak,Apartment,3,1.0,2.0,1100.0,1.0,11.0,2.0
307,307,Residensi Pandanmas 1,,1500,house,Kuala Lumpur,Desa Pandan,Apartment,3,1.0,2.0,850.0,1.0,10.0,12.0
308,308,Kenanga Point,,1700,house,Kuala Lumpur,Pudu,Condominium,3,1.0,2.0,860.0,1.0,12.0,7.0
309,309,,,1900,house,Kuala Lumpur,Bangsar South,Condominium,3,1.0,2.0,1150.0,1.0,10.0,
310,310,,,2100,house,Kuala Lumpur,Taman Tun Dr Ismail,Condominium,3,1.0,2.0,1384.0,1.0,14.0,
311,311,M Vertica,2023.0,2300,house,Kuala Lumpur,Cheras,Condominium,3,3.0,2.0,850.0,2.0,10.0,115.0
312,312,,2007.0,1250,house,Kuala Lumpur,Kuchai Lama,Apartment,3,,2.0,1043.0,1.0,6.0,
313,313,Aman Putra Apartment,,800,house,Kuala Lumpur,Kepong,Apartment,3,,2.0,700.0,1.0,3.0,13.0
314,314,Nova 1 Apartment,,1250,house,Kuala Lumpur,Kepong,Apartment,2,,1.0,750.0,2.0,4.0,1.0
315,315,Residensi Vista Wirajaya,,1450,house,Kuala Lumpur,Setapak,Apartment,3,1.0,2.0,850.0,1.0,7.0,34.0
316,316,Putra Villa,2007.0,1800,house,Kuala Lumpur,Setapak,Condominium,3,1.0,2.0,1125.0,2.0,9.0,46.0
317,317,Residensi Vista Wirajaya,,1650,house,Kuala Lumpur,Setapak,Apartment,3,1.0,2.0,850.0,1.0,7.0,34.0
318,318,Residensi Vista Wirajaya,,1750,house,Kuala Lumpur,Setapak,Apartment,3,1.0,2.0,850.0,1.0,7.0,34.0
319,319,Seri sentosa old Klang road,,650,house,Kuala Lumpur,Old Klang Road,Apartment,3,,1.0,750.0,0.0,2.0,2.0
320,320,Taman Desa Cheras,,700,house,Kuala Lumpur,Cheras,Flat,2,,1.0,570.0,0.0,1.0,4.0
321,321,Plaza Menjalara,,1600,house,Kuala Lumpur,Bandar Menjalara,Condominium,3,2.0,2.0,1180.0,2.0,9.0,1.0
322,322,Residensi Vista Wirajaya,,450,house,Kuala Lumpur,Setapak,Apartment,3,,2.0,850.0,1.0,9.0,34.0
323,323,PPR Kampung Baru Air Panas,,880,house,Kuala Lumpur,Setapak,Flat,3,,2.0,800.0,2.0,,2.0
324,324,Pantai Hillpark 5,,1800,house,Kuala Lumpur,Bangsar South,Condominium,3,,2.0,1097.0,1.0,7.0,11.0
325,325,Aman Dua,,1000,house,Kuala Lumpur,Kepong,Apartment,3,1.0,1.0,850.0,1.0,7.0,15.0
326,326,EkoCheras Service Apartment,2017.0,3500,house,Kuala Lumpur,Cheras,Service Residence,2,1.0,2.0,1121.0,2.0,5.0,14.0
327,327,Pangsapuri Mawar (Sentul),,1400,house,Kuala Lumpur,Sentul,Condominium,3,2.0,2.0,1010.0,2.0,7.0,10.0
328,328,Desa Villas,,2500,house,Kuala Lumpur,Wangsa Maju,Condominium,4,2.0,2.0,1784.0,0.0,10.0,5.0
329,329,Melur Apartment (Sentul),2006.0,1700,house,Kuala Lumpur,Sentul,Apartment,3,1.0,2.0,1065.0,2.0,5.0,16.0
330,330,M Centura,2021.0,2500,house,Kuala Lumpur,Sentul,Service Residence,3,1.0,2.0,850.0,2.0,8.0,140.0
331,331,Inspirasi Mont Kiara,,2950,house,Kuala Lumpur,Mont Kiara,Service Residence,3,2.0,2.0,940.0,2.0,8.0,5.0
332,332,M Centura,2021.0,2400,house,Kuala Lumpur,Sentul,Service Residence,4,2.0,2.0,1001.0,1.0,10.0,140.0
333,333,PV9 Residences @ Taman Melati,2022.0,1800,house,Kuala Lumpur,Setapak,Condominium,3,2.0,2.0,1000.0,2.0,12.0,20.0
334,334,Arena Green,2000.0,1300,house,Kuala Lumpur,Bukit Jalil,Condominium,2,,2.0,837.0,2.0,9.0,9.0
335,335,Flat Taman Bukit Angkasa,,1100,house,Kuala Lumpur,Bangsar South,Flat,3,,1.0,750.0,0.0,,14.0
336,336,Panorama Residences (Sentul),2014.0,1800,house,Kuala Lumpur,Sentul,Condominium,3,1.0,2.0,1100.0,2.0,12.0,25.0
337,337,"The Veo, Kuala Lumpur",2017.0,2200,room,Kuala Lumpur,Setapak,Condominium,1,1.0,1.0,700.0,2.0,6.0,7.0
338,338,Residensi Rampai II,2021.0,2000,house,Kuala Lumpur,Setapak,Apartment,4,2.0,2.0,950.0,2.0,8.0,17.0
339,339,Majestic Maxim,2021.0,999,house,Kuala Lumpur,Cheras,Service Residence,2,,2.0,650.0,1.0,8.0,213.0
340,340,PPR Sri Aman,2015.0,800,house,Kuala Lumpur,Kepong,Apartment,3,,2.0,700.0,1.0,2.0,7.0
341,341,Residensi Rampai II,2021.0,1900,house,Kuala Lumpur,Setapak,Condominium,4,2.0,2.0,950.0,1.0,9.0,3.0
342,342,Taman Bukit Segar,,650,house,Kuala Lumpur,Cheras,Apartment,3,1.0,1.0,700.0,0.0,,7.0
343,343,PPA1M Metropolitan Kepong,2018.0,1300,house,Kuala Lumpur,Kepong,Condominium,4,1.0,2.0,1000.0,2.0,,16.0
344,344,PPA1M METROPOLITAN KEPONG,,1600,house,Kuala Lumpur,Kepong,Condominium,5,,2.0,1500.0,2.0,6.0,1.0
345,345,Apartment Seri Ceria 2,,800,house,Kuala Lumpur,Bukit Jalil,Apartment,3,,2.0,650.0,1.0,5.0,1.0
346,346,Desa Satu,,650,house,Kuala Lumpur,Kepong,Apartment,3,,2.0,650.0,0.0,,19.0
347,347,,,3600,house,Kuala Lumpur,Wangsa Maju,Service Residence,3,2.0,4.0,1518.0,2.0,8.0,
348,348,Putra Villa,2007.0,1800,house,Kuala Lumpur,Setapak,Condominium,3,1.0,2.0,1076.0,2.0,6.0,46.0
349,349,28 Boulevard,2019.0,1900,house,Kuala Lumpur,Pandan Perdana,Apartment,2,1.0,2.0,678.0,2.0,13.0,25.0
350,350,THE FENNEL AT SENTUL EAST,2017.0,3400,house,Kuala Lumpur,Sentul,Condominium,3,3.0,3.0,1186.0,2.0,,43.0
351,351,222 Residency,2013.0,650,house,Kuala Lumpur,Setapak,Condominium,4,2.0,2.0,1200.0,2.0,14.0,5.0
352,352,Majestic Maxim,2021.0,1600,house,Kuala Lumpur,Cheras,Service Residence,2,,2.0,670.0,1.0,6.0,213.0
353,353,Puncak Desa Apartment,,600,house,Kuala Lumpur,Kepong,Apartment,3,,2.0,650.0,0.0,4.0,5.0
354,354,Trinity Aquata,2019.0,1900,house,Kuala Lumpur,Sungai Besi,Condominium,3,2.0,2.0,1216.0,1.0,7.0,20.0
355,355,Residensi Vista Wirajaya,,1500,house,Kuala Lumpur,Setapak,Service Residence,3,1.0,2.0,850.0,0.0,10.0,1.0
356,356,Arena Green,2000.0,1050,house,Kuala Lumpur,Bukit Jalil,Apartment,3,,2.0,878.0,1.0,5.0,10.0
357,357,D'Suria Condominium,2015.0,2400,house,Kuala Lumpur,Ampang,Condominium,3,1.0,2.0,1060.0,2.0,5.0,11.0
358,358,Cheras Business Centre,,1100,house,Kuala Lumpur,Cheras,Apartment,3,,2.0,625.0,0.0,,1.0
359,359,Waldorf Tower,,2800,house,Kuala Lumpur,Sri Hartamas,Service Residence,3,1.0,3.0,1000.0,2.0,9.0,7.0
360,360,M Vertica,2023.0,1800,house,Kuala Lumpur,Cheras,Condominium,3,2.0,2.0,850.0,1.0,10.0,115.0
361,361,The Andes Condo Villa @ Bukit Jalil,2018.0,2000,house,Kuala Lumpur,Bukit Jalil,Condominium,3,2.0,3.0,1325.0,1.0,10.0,5.0
362,362,Melur Apartment (Sentul),2006.0,1750,house,Kuala Lumpur,Sentul,Apartment,3,1.0,2.0,1065.0,2.0,7.0,16.0
363,363,PPA1M Bukit Jalil,,1800,house,Kuala Lumpur,Bukit Jalil,Apartment,4,1.0,2.0,1434.0,2.0,,23.0
364,364,Vista Magna,2004.0,645,house,Kuala Lumpur,Kepong,Apartment,3,,2.0,850.0,2.0,6.0,2.0
365,365,Impiana Sky Residensi,2021.0,1250,house,Kuala Lumpur,Bukit Jalil,Apartment,3,,2.0,850.0,1.0,6.0,58.0
366,366,Residensi Rabung KL Timur,,3500,house,Kuala Lumpur,KL City,Condominium,2,2.0,2.0,865.0,2.0,11.0,1.0
367,367,Platinum Teratai Residence,2019.0,1700,house,Kuala Lumpur,Setapak,Apartment,3,2.0,2.0,928.0,1.0,9.0,10.0
368,368,,,2200,house,Kuala Lumpur,Sri Petaling,Service Residence,3,2.0,2.0,958.0,1.0,10.0,
369,369,Serini Melawati,2018.0,3000,house,Kuala Lumpur,Taman Melawati,Service Residence,3,1.0,2.0,1376.0,2.0,7.0,22.0
370,370,The Ooak (Kiara 163),2022.0,2200,room,Kuala Lumpur,Mont Kiara,Service Residence,1,,1.0,636.0,2.0,9.0,14.0
371,371,Seksyen 2 Wangsa Maju Flat Block D,,800,house,Kuala Lumpur,Wangsa Maju,Flat,2,,1.0,550.0,1.0,1.0,22.0
372,372,Aman Dua,,1000,house,Kuala Lumpur,Kepong,Apartment,3,1.0,2.0,850.0,1.0,4.0,15.0
373,373,Residensi Seri Wahyu @ Jalan Kuching KL,,1200,house,Kuala Lumpur,KL City,Apartment,3,1.0,2.0,805.0,1.0,9.0,20.0
374,374,Royal Domain Sri Putramas 2,2007.0,1800,house,Kuala Lumpur,Jalan Kuching,Service Residence,3,1.0,2.0,1300.0,1.0,10.0,16.0
375,375,Teratai Mewah Apartment,,1100,house,Kuala Lumpur,Setapak,Apartment,3,,1.0,653.0,2.0,7.0,24.0
376,376,Vista Angkasa,,1900,house,Kuala Lumpur,Bangsar South,Apartment,3,1.0,2.0,1200.0,1.0,14.0,18.0
377,377,Mont Kiara Pelangi,1994.0,3500,house,Kuala Lumpur,Mont Kiara,Condominium,3,,2.0,1280.0,2.0,8.0,6.0
378,378,Arte Plus Jalan Ampang,2018.0,1600,house,Kuala Lumpur,Ampang,Service Residence,2,1.0,2.0,589.0,2.0,8.0,48.0
379,379,Arte Plus Jalan Ampang,2018.0,2500,house,Kuala Lumpur,Ampang,Service Residence,4,1.0,2.0,890.0,2.0,4.0,48.0
380,380,First Residence,2012.0,1500,house,Kuala Lumpur,Kepong,Condominium,3,1.0,2.0,1000.0,1.0,5.0,4.0
381,381,Eco Sky,2018.0,1600,house,Kuala Lumpur,Jalan Ipoh,Service Residence,2,1.0,2.0,904.0,1.0,,26.0
382,382,Residensi KepongMas,2020.0,1100,house,Kuala Lumpur,Kepong,Apartment,3,1.0,2.0,800.0,1.0,6.0,57.0
383,383,Residensi KepongMas,2020.0,1100,house,Kuala Lumpur,Kepong,Apartment,3,1.0,2.0,800.0,1.0,6.0,57.0
384,384,Vista Mutiara,,1200,house,Kuala Lumpur,Kepong,Condominium,3,1.0,2.0,1001.0,1.0,6.0,7.0
385,385,Residensi KepongMas,2020.0,1400,house,Kuala Lumpur,Kepong,Apartment,3,1.0,2.0,800.0,1.0,6.0,57.0
386,386,Centrio SOHO @ Pantai Hillpark,2010.0,2350,room,Kuala Lumpur,Pantai,Studio,1,1.0,2.0,870.0,2.0,10.0,3.0
387,387,The Elements,2015.0,1600,room,Kuala Lumpur,Ampang,Service Residence,1,1.0,1.0,520.0,2.0,8.0,59.0
388,388,Bayu Tasik 1,1999.0,1350,house,Kuala Lumpur,Cheras,Condominium,3,1.0,2.0,920.0,1.0,7.0,19.0
389,389,Kenanga Point,,1800,house,Kuala Lumpur,Pudu,Condominium,3,1.0,2.0,864.0,2.0,9.0,7.0
390,390,Midah Ria,,1350,house,Kuala Lumpur,Cheras,Condominium,3,1.0,2.0,967.0,1.0,7.0,14.0
391,391,The Haute,2019.0,2000,house,Kuala Lumpur,Keramat,Condominium,3,3.0,2.0,1050.0,1.0,7.0,33.0
392,392,The Haute,2019.0,2250,house,Kuala Lumpur,Keramat,Condominium,3,2.0,2.0,1050.0,2.0,7.0,33.0
393,393,Nidoz Residences,2019.0,3500,house,Kuala Lumpur,Desa Petaling,Condominium,3,2.0,2.0,1400.0,2.0,10.0,15.0
394,394,Sri Ampang Condominium,,1300,house,Kuala Lumpur,Ampang,Condominium,4,1.0,2.0,1100.0,1.0,11.0,1.0
395,395,PV18 Residence,,1600,house,Kuala Lumpur,Setapak,Service Residence,3,1.0,2.0,926.0,1.0,7.0,17.0
396,396,Endah Regal,1995.0,1500,house,Kuala Lumpur,Sri Petaling,Condominium,3,1.0,2.0,1141.0,2.0,8.0,16.0
397,397,Icon Residence (Mont Kiara),,3000,house,Kuala Lumpur,Solaris Dutamas,Condominium,3,1.0,2.0,1474.0,2.0,7.0,4.0
398,398,Residensi KepongMas,2020.0,1100,house,Kuala Lumpur,Kepong,Apartment,3,1.0,2.0,932.0,1.0,1.0,57.0
399,399,United Point Residence @ North Kiara,2019.0,1700,house,Kuala Lumpur,Kepong,Service Residence,3,2.0,2.0,958.0,0.0,,25.0
