appid,name,release_date,english,developer,publisher,platforms_windows,platform_mac,platform_linux,required_age,categories,genres,achievements,positive_ratings,negative_ratings,average_playtime,owners,price
873730,Under The War,6/19/2018,1,Lightning Zebra,Lightning Zebra,1,0,0,universal,Single-player,Adventure,19,3,9,0,0-20000,1.69
786290,Undercover Agent,1/25/2018,1,Choice of Games,Choice of Games,1,1,1,universal,Single-player,Adventure,27,6,4,0,0-20000,2.89
863770,Underground Bone Marrow,6/18/2018,1,дель7in,AYE Technology,1,0,0,universal,Single-player,Action,6,13,6,0,0-20000,1.69
573320,Underhero,9/19/2018,1,Paper Castle Games,Paper Castle Games,1,0,0,universal,Single-player,Adventure,44,223,20,0,0-20000,10.99
980730,Underlight,12/14/2018,1,"KoiWare, LLC","KoiWare, LLC",1,0,0,universal,MMO,Free to Play,0,43,15,0,0-20000,0
876380,Underwater hunting,6/20/2018,1,GiBar,RoBot,1,0,0,universal,Single-player,Adventure,19,33,16,0,0-20000,0.79
692840,Underworld Ascendant,11/15/2018,1,OtherSide Entertainment,505 Games,1,0,0,universal,Single-player,Action,45,204,453,0,0-20000,24.99
377260,Unearned Bounty,8/22/2018,1,Extrokold Games,Extrokold Games,1,1,1,universal,Multi-player,Action,19,196,100,9,100000-200000,0
740170,Unexpected End,12/3/2018,1,Free Time Farmers,Free Time Farmers,1,0,0,universal,Single-player,Adventure,8,2,1,0,0-20000,7.19
799180,Unfinished Battle,3/12/2018,1,Semi Sağlam,Semi Sağlam,1,0,0,universal,Single-player,Casual,19,5,0,0,0-20000,1.69
501790,Unforeseen Incidents,5/23/2018,1,Backwoods Entertainment,Application Systems Heidelberg,1,1,1,universal,Single-player,Adventure,18,184,17,0,0-20000,15.49
789670,UNHALLOWED: THE CABIN,8/24/2018,1,Tom Adams,TREEFORT VR,1,0,0,universal,Single-player,Action,0,4,3,0,0-20000,7.19
889770,UnHolY DisAsTeR,7/13/2018,1,UnholY CreatioN,UnholY CreatioN,1,0,0,universal,Single-player,Action,13,92,13,0,0-20000,10.29
813250,Unicorn Dungeon,5/24/2018,1,Stand Off Software,Stand Off Software,1,0,1,universal,Single-player,Adventure,13,8,1,0,0-20000,3.99
878120,UniteStar,7/2/2018,0,SweetApple,SteamWork,1,0,0,universal,Single-player,Action,0,1,2,0,0-20000,0.79
782080,Unity of Four Elements,2/10/2018,1,alexeibelih,alexeibelih,1,0,0,universal,Single-player,Action,0,15,28,0,0-20000,0.79
808160,UniverCity,8/14/2018,1,Matthew Collins,Matthew Collins,1,0,1,universal,Single-player,Indie,0,9,1,0,0-20000,7.19
787260,Universe Balancing Bureau,2/5/2018,1,Game Kombinat,Game Kombinat,1,0,0,universal,Single-player,Casual,0,15,1,0,0-20000,0
780690,University Tycoon: 2019,7/31/2018,1,Dyrnwyn Games,Dyrnwyn Games,1,0,0,universal,Single-player,Casual,0,0,8,0,0-20000,15.49
510390,Unknown Fate,9/6/2018,1,Marslit Games,1C Entertainment,1,0,0,universal,Single-player,Adventure,24,29,11,0,0-20000,11.99
795480,Unknown Pain: Hardcore,4/18/2018,1,Sergey Sevostyanov,Sergey Sevostyanov,1,0,0,universal,Single-player,Violent,19,1,3,0,0-20000,2.09
931490,Unknown's Survival : Player Battlegrounds,11/9/2018,1,AR Gaming,AR Gaming,1,0,0,universal,Single-player,Action,0,3,9,0,0-20000,0.79
621940,Unleash,10/16/2018,1,DeSync Studios,DeSync Studios,1,0,0,universal,Single-player,Action,32,48,11,0,0-20000,7.19
838690,Unleashed,10/17/2018,1,Florent Goumot-Labesse,Florent Goumot-Labesse,1,0,1,universal,Single-player,Indie,0,2,1,0,0-20000,9.29
816810,Unlight:SchizoChronicle,5/21/2018,0,Techway,Techway,1,0,0,universal,Single-player,Casual,0,52,25,0,20000-50000,0
894070,Unmanned helicopter,7/20/2018,1,Laush Dmitriy Sergeevich,Laush Studio,1,0,0,universal,Single-player,Indie,20,2,2,0,0-20000,2.89
884410,Unnatural,7/19/2018,1,Hosted Games,Hosted Games,1,1,1,universal,Single-player,Adventure,60,6,3,0,0-20000,2.09
765230,Unrect,1/17/2018,1,Crealode Games,Crealode Games,1,0,0,universal,Single-player,Casual,0,20,6,0,0-20000,2.09
801010,Unsolved Stories,3/14/2018,1,MadHoundGames,MadHoundGames,1,0,0,universal,Single-player,Action,0,6,7,0,0-20000,1.69
782300,Unstoppable Hamster,1/24/2018,1,IndieLip,IndieLip,1,0,0,universal,Single-player,Adventure,0,37,18,0,0-20000,2.89
819800,Untouchable,5/20/2018,1,动想网络,拇指游玩,1,1,0,universal,Single-player,Action,0,10,3,0,0-20000,2.89
776740,Unveloped,1/23/2018,1,Lazy Gaming,Lazy Gaming,1,0,1,universal,Single-player,Adventure,7,1,1,0,0-20000,3.99
613190,Unworthy,5/29/2018,1,Aleksandar Kuzmanovic Games Inc.,Aleksandar Kuzmanovic Games Inc.,1,0,0,universal,Single-player,Action,29,231,37,439,0-20000,12.39
776160,Up and Down,1/18/2018,1,Konstantin Pilipaka,Konstantin Pilipaka,1,0,0,universal,Single-player,Indie,23,9,4,0,0-20000,2.89
869930,Up And Up,6/20/2018,1,Junitre Works,Junitre Works,1,0,0,universal,Single-player,Action,0,4,3,0,0-20000,0.79
867380,Up Left Out,6/29/2018,1,Maciej Targoni, Maciej Targoni,1,1,1,universal,Single-player,Indie,1,90,8,0,0-20000,0.79
719730,Uptasia,1/10/2018,1,upjers,upjers,1,0,0,universal,Single-player,Casual,55,37,36,223,20000-50000,0
813970,Urban - Episode 1,6/28/2018,1,Burakku,Burakku,1,0,0,universal,Single-player,Action,0,12,1,0,0-20000,1.99
897360,Urban Explorer Golf,7/30/2018,1,Thomas Diehl,DIEVOLUTION SOFTWARE,1,0,0,universal,Single-player,Casual,0,2,0,0,0-20000,2.89
910990,Urban Lockdown,8/15/2018,1,Thatcher Productions,Thatcher Productions,1,0,0,universal,Single-player,Action,0,7,0,0,0-20000,5.79
872550,Urbance Clans Card Battle!,10/3/2018,1,Steambot,Plug In Digital,1,0,0,universal,Single-player,Indie,0,4,0,0,0-20000,3.99
895850,URO,11/21/2018,1,AECRNIA,AnelaGamesStudio,1,0,0,universal,Single-player,Adventure,14,11,8,0,0-20000,7.19
859700,USA 2020,6/2/2018,1,GAMES FOR HUMANS,GAMES FOR HUMANS,1,0,0,universal,Single-player,Violent,5000,32,6,0,0-20000,0.79
365980,Useless Box,10/2/2018,1,ORBI Games,ORBI Games,1,1,0,universal,Single-player,Casual,10,6,8,0,0-20000,0.79
891150,Usual John,7/26/2018,1,Indie Light,Dagestan Technology,1,0,0,universal,Single-player,Action,0,3,2,0,0-20000,1.69
898000,Uventa,8/24/2018,1,BlackRat,BlackRat,1,0,0,universal,Single-player,Violent,6,59,47,0,0-20000,3.99
898290,V.O.I.D.,11/28/2018,1,NAPE GAMES,NAPE GAMES,1,0,0,universal,Single-player,Action,23,4,0,0,0-20000,3.99
883670,V.T.,12/17/2018,1,Revmatek,Revmatek,1,0,0,universal,Single-player,Action,21,23,16,0,0-20000,7.19
856620,Vカツ / V-Katsu,8/1/2018,0,IVR,IVR,1,0,0,universal,Single-player,Free to Play,0,244,13,0,50000-100000,0
807430,VAD - Virtually Assured Destruction,6/29/2018,1,Litmus VR,Litmus VR,1,0,0,universal,Single-player,Action,32,1,2,0,0-20000,7.19
830390,Vadine: Bite-Man,10/30/2018,1,Douglas Oonk,Douglas Oonk,1,1,0,universal,Single-player,Action,20,2,0,0,0-20000,1.69
323220,Vagante,2/21/2018,1,Nuke Nine,Nuke Nine,1,1,1,universal,Single-player,Action,0,1662,195,0,100000-200000,10.99
881260,Vagrant Fury,9/24/2018,1,VectorGoat Games,VectorGoat Games,1,0,0,universal,Single-player,Action,19,5,2,0,0-20000,5.79
788700,ValeGuard,8/23/2018,1,Lost Tower Games,Lost Tower Games,1,0,0,universal,Single-player,Casual,36,88,27,0,0-20000,10.29
849390,Valerian Tales,7/1/2018,1,Color Core,Color Core,1,0,0,universal,Single-player,Indie,0,1,1,0,0-20000,6.19
790820,Valkyria Chronicles 4,9/25/2018,1,SEGA,SEGA,1,0,0,universal,Single-player,Action,36,1407,197,0,50000-100000,49.99
890820,Valor Time,11/14/2018,1,ObjectOnIT,ObjectOnIT,1,0,0,universal,Multi-player,Action,0,40,55,0,20000-50000,0
785850,Valthirian Arc: Hero School Story,10/2/2018,1,Agate,PQube Limited,1,0,0,universal,Single-player,Action,30,110,61,0,0-20000,11.99
964220,Vampire Bloody Star X,11/8/2018,1,Andymente,Andymente,1,0,0,universal,Single-player,Action,0,5,0,0,0-20000,2.09
903200,Vampirina's Nails,7/16/2018,1,gfdsahdgsye7,gfdsahdgsye7,1,0,0,universal,Single-player,Casual,0,1,0,0,0-20000,0.79
427290,Vampyr,6/4/2018,1,DONTNOD Entertainment,Focus Home Interactive,1,0,0,universal,Single-player,Action,28,4580,1717,794,200000-500000,44.99
809240,Vandals,4/12/2018,1,Cosmografik,ARTE France,1,1,0,universal,Single-player,Adventure,17,19,4,0,0-20000,3.99
874180,Vanguardian,6/22/2018,1,One Rep Closer,One Rep Closer,1,0,0,universal,Single-player,Action,0,3,0,0,0-20000,7.19
917690,VANILLA - GARDEN OF JUDGEMENT,10/19/2018,1,CHARON,CHARON,1,0,0,universal,Single-player,Adventure,0,9,0,0,0-20000,11.39
342910,Vantage: Primitive Survival Game,5/22/2018,1,Crystal Dragon,Crystal Dragon,1,0,0,universal,Single-player,Indie,0,17,12,0,0-20000,11.39
766850,Vaporwave Simulator,1/1/2018,1,ETGgames,ETGgames,1,1,0,universal,Single-player,Casual,0,46,27,0,0-20000,0.79
796760,varBlocks,3/20/2018,1,Parallel Intersection Studio,Parallel Intersection Studio,1,0,0,universal,Single-player,Adventure,0,3,0,0,0-20000,1.69
460060,Varenje,7/3/2018,1,Play Cute,JoyBits Ltd.,1,1,1,universal,Single-player,Adventure,26,602,65,2,50000-100000,0
788330,Varion,11/8/2018,1,Rundisc,Light Maze,1,0,1,universal,Single-player,Action,14,14,0,0,0-20000,10.29
802550,various fighters,3/27/2018,1,herun,herun,1,0,0,universal,Single-player,Action,16,1,0,0,0-20000,2.89
816830,Varius,6/1/2018,1,Fish Tank Studio,Fish Tank Studio,1,0,0,universal,Single-player,Casual,32,16,1,0,0-20000,1.69
880780,Vatnik Simulator - A Russian Patriot Game,6/21/2018,1,"Nikita ""Ghost_RUS""",Ghost_RUS Games,1,0,0,universal,Single-player,Casual,5,5,6,0,0-20000,0.79
813260,Vector Born,4/7/2018,1,Burning Nebula Studios,Burning Nebula Studios,1,0,0,universal,Single-player,Action,0,1,0,0,0-20000,0.79
712870,Vectorium,5/2/2018,1,IndigoBlue Game Studio,IndigoBlue Game Studio,1,0,0,universal,Single-player,Action,41,41,10,0,0-20000,3.99
773870,Vector's Adventures,6/1/2018,1,Sol Bot Studios,Sol Bot Studios,1,0,0,universal,Single-player,Action,0,3,0,0,0-20000,2.09
389330,Vegas Party,1/8/2018,1,Raylight srl,Funbox Media Ltd,1,0,0,universal,Single-player,Casual,20,1,4,0,0-20000,3.99
850880,Vegetaball,8/31/2018,1,Gamma Games Interactive Inc.,Gamma Games Interactive Inc.,1,1,0,universal,Online Multi-Player,Action,29,6,0,0,0-20000,3.99
891650,Vegetable couple,7/13/2018,1,Sly,SlyGames,1,1,1,universal,Single-player,Casual,1,6,5,0,0-20000,0.78
789120,VEGGIE KILLER,2/16/2018,1,DRUNKEN APES,DRUNKEN APES,1,1,0,universal,Single-player,Action,123,26,7,0,0-20000,2.89
601540,Veil of Crows,10/18/2018,1,Kerry Fawdray,Humble Sage Games,1,0,0,universal,Single-player,RPG,0,247,138,131,0-20000,10.99
822810,Velvet Guard,3/30/2018,1,Pengu2,Pengu2,1,1,1,universal,Multi-player,Action,7,5,0,0,0-20000,3.99
853020,Venal Soul (Chapter One),5/13/2018,1,Vanadial,Vanadial,1,0,0,universal,Single-player,Violent,0,8,6,0,0-20000,5.19
755410,Vengeful Rites,11/9/2018,1,Deep Dive Interactive,Deep Dive Interactive,1,0,0,universal,Single-player,Action,0,41,3,0,0-20000,15.49
660730,Ventura Inc,6/1/2018,1,Ben Strijbos,Ben Strijbos,1,0,0,universal,Multi-player,Indie,0,10,3,0,0-20000,14.49
795230,Venture Arctic,5/1/2018,1,Pocketwatch Games,Pocketwatch Games,1,0,0,universal,Single-player,Casual,0,0,2,0,0-20000,1.69
437690,Venture Kid,5/3/2018,1,Snikkabo AS,FDG Entertainment,1,0,0,universal,Single-player,Action,32,33,5,0,0-20000,6.99
627570,VentureVerse: Legend of Ulora,8/23/2018,1,Final Floor Studios,Final Floor Studios,1,0,0,universal,Single-player,Action,0,7,1,0,0-20000,9.99
833440,Vera Swings,10/11/2018,1,Brett Yeager,Brett Yeager,1,1,1,universal,Single-player,Action,1,3,0,0,0-20000,4.79
730050,Verdant Skies,2/12/2018,1,Howling Moon Software,Howling Moon Software,1,1,1,universal,Single-player,Adventure,71,121,20,0,0-20000,15.49
695360,Veritex,3/15/2018,1,Veritex Studios LLC,Veritex Studios LLC,1,0,0,universal,Multi-player,Action,12,49,60,0,0-20000,0
811870,Verlet Swing,9/18/2018,1,Flamebait Games,Flamebait Games,1,1,0,universal,Single-player,Action,28,68,3,0,0-20000,11.39
758560,Versus World,1/30/2018,1,Two Zoos,Two Zoos,1,0,0,universal,Single-player,Violent,0,61,7,0,0-20000,0
863310,Vertical Fall,12/9/2018,1,MATRE,MATRE,1,0,0,universal,Single-player,Action,1,1,1,0,0-20000,5.19
833940,Vertigo FPS,6/27/2018,1,Lothor,Lothor,1,0,0,universal,Single-player,Violent,0,4,1,0,0-20000,6.19
646370,Vesta,1/19/2018,1,FinalBoss Games,FinalBoss Games,1,0,0,universal,Single-player,Adventure,21,19,0,0,0-20000,7.19
975410,VESTIGE,11/30/2018,1,NSC Creative,Other Set,1,0,0,universal,Single-player,Casual,0,11,3,0,0-20000,3.99
659110,Vicious Attack Llama Apocalypse,2/26/2018,1,RogueCode (PTY) LTD,RogueCode (PTY) LTD,1,0,0,universal,Single-player,Violent,20,50,11,0,0-20000,11.39
806950,Victory At Sea Pacific,9/14/2018,1,Evil Twin Artworks,Evil Twin Artworks,1,1,1,universal,Single-player,Action,14,163,117,0,0-20000,29.99
924310,VIDEO GAME,11/12/2018,1,Luke Sanderson,Luke Sanderson,1,0,0,universal,Multi-player,Action,0,10,1,0,0-20000,1
860190,Vietcong,5/25/2018,1,Studio-Space RA,Studio-Space RA,1,0,0,universal,Single-player,Action,0,1,19,0,0-20000,3.99
845150,Vietnam War PuZZles,4/25/2018,1,"Nikita ""Ghost_RUS""",Ghost_RUS Games,1,0,0,universal,Single-player,Casual,1,5,6,0,0-20000,0.79
545600,Vigilantes,10/3/2018,1,Timeslip Softworks,Timeslip Softworks,1,1,1,universal,Single-player,Indie,50,125,21,0,0-20000,11.39
817490,Viki Spotter: Around The World,3/16/2018,1,For Kids,For Kids,1,1,1,universal,Single-player,Casual,283,23,1,0,0-20000,1.69
893730,Viki Spotter: Camping,7/18/2018,1,For Kids,For Kids,1,1,1,universal,Single-player,Casual,25,121,4,0,50000-100000,0
800230,Viki Spotter: Megapolis,2/20/2018,1,For Kids,For Kids,1,1,1,universal,Single-player,Casual,298,22,2,0,0-20000,1.69
935440,Viki Spotter: Professions,9/21/2018,1,For Kids,For Kids,1,1,1,universal,Single-player,Casual,25,12,1,0,0-20000,0.79
812800,Viki Spotter: School,3/13/2018,1,For Kids,For Kids,1,1,1,universal,Single-player,Casual,284,27,1,0,0-20000,1.69
829540,Viki Spotter: Shopping,4/6/2018,1,For Kids,For Kids,1,1,1,universal,Single-player,Casual,279,25,1,0,0-20000,1.69
848280,Viki Spotter: Space Mission,5/11/2018,1,For Kids,For Kids,1,1,1,universal,Single-player,Casual,279,70,1,0,0-20000,1.69
853110,Viki Spotter: Sports,5/29/2018,1,For Kids,For Kids,1,1,1,universal,Single-player,Casual,348,32,0,0,0-20000,1.69
788380,Viki Spotter: The Farm,2/1/2018,1,For Kids,For Kids,1,1,1,universal,Single-player,Casual,298,42,7,0,20000-50000,1.69
792410,Viki Spotter: Undersea,2/7/2018,1,For Kids,For Kids,1,1,1,universal,Single-player,Casual,298,27,5,0,0-20000,1.69
931630,Viki Spotter: Zoo,9/14/2018,1,For Kids,For Kids,1,1,1,universal,Single-player,Casual,25,16,2,0,0-20000,0.79
836540,Viking Brothers 2,4/30/2018,1,Alawar Stargaze,Alawar Entertainment,1,0,0,universal,Single-player,Adventure,40,10,1,0,0-20000,5.19
836550,Viking Brothers 3,4/30/2018,1,Alawar Stargaze,Alawar Entertainment,1,0,0,universal,Single-player,Adventure,44,7,0,0,0-20000,5.19
836560,Viking Brothers 4,4/30/2018,1,Alawar Stargaze,Alawar Entertainment,1,0,0,universal,Single-player,Adventure,40,7,1,0,0-20000,5.19
863580,Viking Days,8/8/2018,1,VRMonkey,VRMonkey,1,0,0,universal,Single-player,Action,18,5,7,0,0-20000,3.99
745750,Viking Village,4/24/2018,1,"Limitless Fun, LLC","Limitless Fun, LLC",1,1,0,universal,Single-player,Action,0,1,2,0,0-20000,3.99
859860,VikingJourney,5/31/2018,1,Werner Schmidtberg,MTbrain iOS Development,1,0,0,universal,Single-player,Action,0,0,3,0,0-20000,7.19
825610,Viking's drakkars,3/30/2018,1,azimut team,azimut team,1,0,0,universal,Single-player,Adventure,8,20,38,0,20000-50000,0.79
961420,Vile,10/23/2018,1,Ardentsquid,Ardentsquid,1,0,0,universal,Single-player,Action,10,15,2,0,0-20000,7.19
863900,Villager's Biography,6/13/2018,1,Yann Zunn,Yann Zunn,1,0,0,universal,Single-player,Adventure,0,59,14,0,0-20000,1.69
458330,Vilmonic,11/5/2018,1,Bludgeonsoft,Bludgeonsoft,1,1,1,universal,Single-player,Adventure,37,49,7,0,0-20000,11.39
781040,Vinhomes Metropolis VR Interior,7/20/2018,1,Holomia,Tuan Nguyen,1,0,0,universal,Single-player,Simulation,0,3,2,0,0-20000,0
924460,Vinylove,9/9/2018,1,Space Banana Studio,Space Banana Studio,1,0,0,universal,Single-player,Adventure,10,6,4,0,0-20000,1.69
595010,Violet Cycle,2/2/2018,1,Weckr Industries,Digerati Distribution,1,1,1,universal,Single-player,Action,9,13,5,0,0-20000,7.19
795530,Viral Cry,3/7/2018,1,Strategy Empire,Strategy Empire,1,1,0,universal,Single-player,Action,23,5,7,0,0-20000,3.99
898940,VirtuaCreature,8/7/2018,1,Zero Imagination Productions,Zero Imagination Productions,1,0,0,universal,Single-player,Casual,0,5,2,0,0-20000,3.99
777430,Virtual Boxing League,3/15/2018,1,Spellbook,www.Spellbook.com,1,0,0,universal,Single-player,Simulation,296,20,6,0,0-20000,15.49
873970,Virtual Families 2: Our Dream House,6/25/2018,1,Last Day Of Work,Last Day Of Work,1,0,0,universal,Single-player,Simulation,0,0,2,0,0-20000,5.79
779130,Virtual Fighting Championship (VFC),9/21/2018,1,L&L Studio,L&L Technology,1,0,0,universal,Single-player,Action,0,49,12,0,0-20000,14.99
840580,Virtual Foosball,5/10/2018,1,Shrimmeling Studio,Shrimmeling Studio,1,0,0,universal,Single-player,Action,9,3,1,0,0-20000,2.99
804680,Virtual Ninja VR,7/16/2018,1,"MAMMOSSIX Co., Ltd.","MAMMOSSIX Co., Ltd.",1,0,0,universal,Single-player,Action,10,0,1,0,0-20000,7.19
849870,Virtual Pirate VR,7/16/2018,1,"MAMMOSSIX Co., Ltd.","MAMMOSSIX Co., Ltd.",1,0,0,universal,Single-player,Action,0,0,3,0,0-20000,7.19
847650,Virtual Reality Experiment Framework,6/13/2018,1,Scott Howie,Scott Howie,1,0,0,universal,Single-player,Free to Play,0,2,3,0,0-20000,0
993340,Virtual Surfing,12/21/2018,1,Waveor,Waveor,1,0,0,universal,Single-player,Action,17,36,4,0,0-20000,15.49
875540,Virtual telescope,7/16/2018,1,Anton Shatalov,Anton Shatalov,1,0,0,universal,Single-player,Indie,0,10,3,0,0-20000,3.99
949050,Virtual Villagers Origins 2,10/26/2018,1,Last Day Of Work,Last Day Of Work,1,1,0,universal,Single-player,Simulation,0,12,11,0,0-20000,0
889480,Virtual Virtual Reality,9/7/2018,1,Tender Claws,Tender Claws,1,0,0,universal,Single-player,Adventure,0,245,10,123,0-20000,11.39
796130,Virus Petya,2/13/2018,1,Laush Dmitriy Sergeevich,Laush Studio,1,0,0,universal,Single-player,Adventure,11,1,2,0,0-20000,0.79
594330,Visage,10/2/2018,1,SadSquare Studio,SadSquare Studio,1,0,0,universal,Single-player,Action,7,1124,163,0,20000-50000,19.49
846010,Visceral Cubes,5/3/2018,1,Ominous Entertainment,Ominous Entertainment,1,1,1,universal,Single-player,Violent,15,15,3,0,0-20000,1.69
619550,Vision,3/6/2018,1,Valynx Studio,Valynx Studio,1,0,0,universal,Single-player,Casual,0,20,5,2,0-20000,0
675910,Visual Out,3/15/2018,1,MadameBerry Games LLC,MadameBerry Games LLC,1,1,1,universal,Single-player,Action,0,12,1,0,0-20000,6.99
859530,Vive le Roi 2,6/21/2018,1,Sylvain Seccia,Petite Fleur Productions,1,1,0,universal,Single-player,Adventure,8,2,1,0,0-20000,3.99
788540,Vivez Versailles,7/5/2018,1,makemepulse,Château de Versailles,1,0,0,universal,Single-player,Simulation,0,16,6,0,0-20000,0
883070,Viviette,10/18/2018,1,DYA Games,DYA Games,1,0,0,universal,Single-player,Action,6,64,9,0,0-20000,9.99
875550,"Vogue, The Explorer",7/14/2018,1,Mihai Morosanu,Mihai Morosanu,1,0,0,universal,Single-player,Action,0,4,9,0,0-20000,2.09
881970,"Voice Shooter ""Pif Paf""",7/16/2018,1,Elbrus,EliumLab,1,0,0,universal,Single-player,Casual,0,1,0,0,0-20000,1.2
831460,VOICEACTRESSⅡ,9/24/2018,0,Dieselmine,Dieselmine,1,0,0,universal,Single-player,Casual,0,1,2,0,0-20000,1.69
726810,Void Cube Runner,4/19/2018,1,Razard,Razard,1,0,0,universal,Single-player,Action,0,2,5,0,0-20000,0.79
807060,Void Monsters: Spring City Tales,3/6/2018,1,Mykel Flynn,Mykel Flynn,1,1,1,universal,Single-player,Adventure,0,33,11,0,0-20000,3.99
440660,Void Vikings,4/4/2018,1,"Ugly Beard Games, LLC","Ugly Beard Games, LLC",1,1,0,universal,Single-player,Action,23,9,2,0,0-20000,3.99
799670,Volantia,5/3/2018,1,Tangled Mess Games,Tangled Mess Games,1,1,0,universal,Single-player,Indie,0,11,5,0,0-20000,10.29
608440,Volatile Triangle,3/2/2018,1,TraxxGames,TraxxGames,1,0,0,universal,Single-player,Action,19,6,0,0,0-20000,1.69
912760,Volcanic Blocks,8/31/2018,1,Bullid Games,Bullid Games,1,1,1,universal,Single-player,Casual,64,1,1,0,0-20000,1.69
871620,Volcano Eruption,11/7/2018,1,Lindero Edutainment,Lindero Edutainment,1,0,0,universal,Single-player,Simulation,0,3,3,0,0-20000,0
763200,Volkstein,3/22/2018,1,Andrew Augustine,Monkeystein Games,1,0,0,universal,Single-player,Adventure,23,5,4,0,0-20000,0.79
512160,Volleying,5/15/2018,1,Gestalt Development Studio,Gestalt Development Studio,1,0,1,universal,Single-player,Casual,16,8,3,0,0-20000,0.79
807570,Volotic,3/9/2018,1,Scott Garner,Scott Garner,1,0,0,universal,Single-player,Indie,0,3,1,0,0-20000,7.19
798710,Voltage,9/28/2018,1,F-Games,JTS Development,1,0,0,universal,Single-player,Action,1,4,5,0,0-20000,8.9
948240,Voltage Drop,10/18/2018,1,Kaminariya,Kaminariya,1,0,0,universal,Single-player,Action,9,5,1,0,0-20000,2.89
605920,VOLTED,7/10/2018,1,Betterburg,Betterburg,1,0,0,universal,Single-player,Action,16,50,3,0,0-20000,3.99
899180,Voronium - Locust Sols,11/16/2018,1,Gamalocus Studios,Gamalocus Studios,1,0,0,universal,Single-player,Action,0,24,2,0,0-20000,11.39
887170,Vortex Of Pain,11/1/2018,1,Atomic Drop Games,Atomic Drop Games,1,0,0,universal,Single-player,Action,0,1,1,0,0-20000,7.19
843980,Vortex Rush,5/7/2018,1,Thomas Capstick,Thomas Capstick,1,0,0,universal,Single-player,Action,2,2,0,0,0-20000,1.69
876480,Vosaria: Lair of the Forgotten,6/22/2018,1,Johnny Ostad,Johnny Ostad,1,0,0,universal,Single-player,Action,25,2,0,0,0-20000,3.99
334540,Vox Machinae,9/26/2018,1,Space Bullet Dynamics Corporation,Space Bullet Dynamics Corporation,1,0,0,universal,Multi-player,Action,11,403,33,0,0-20000,19.49
790810,Voxel Baller,3/21/2018,1,MKD games,MKD games,1,0,1,universal,Single-player,Action,24,4,6,0,0-20000,4.79
893330,Voxel Race,11/6/2018,1,RewindApp,RewindApp,1,0,0,universal,Single-player,Casual,0,39,24,0,0-20000,0.79
852720,Voxel Tanks,6/5/2018,1,PigeonDev,PigeonDev,1,0,0,universal,Single-player,Action,5,19,6,0,0-20000,0.79
826480,VR Benchmark Kanojo,4/18/2018,1,ILLUSION,ILLUSION,1,0,0,universal,Single-player,Free to Play,0,45,9,0,20000-50000,0
951110,VR Cricket,12/27/2018,1,Hunter Games,Hunter Software,1,0,0,universal,Single-player,Simulation,0,0,1,0,0-20000,3.99
607720,VR Darts,5/9/2018,1,Hypersome Games,Hypersome Games,1,0,0,universal,Single-player,Casual,65,5,1,0,0-20000,11.39
752200,VR Dunhuang,1/9/2018,1,"Beijing Gravitational Waves VR technology co.,LTD","Beijing Gravitational Waves VR technology co.,LTD",1,0,0,universal,Single-player,Adventure,0,8,2,0,0-20000,7.19
866540,VR Flush,6/20/2018,1,Brudingo Team,Brudingo Team,1,0,0,universal,Single-player,Adventure,5,282,16,0,50000-100000,0
704470,VR Furballs - Demolition,11/9/2018,1,Gamily Studios,Gamily Studios,1,0,0,universal,Single-player,Casual,480,108,1,0,0-20000,11.49
843080,VR Hero Sentry,11/5/2018,1,Refocus Solutions,Refocus Solutions,1,0,0,universal,Single-player,Action,0,8,0,0,0-20000,7.19
721480,VR Hockey League,9/25/2018,1,MadskillzVR,MadskillzVR,1,0,0,universal,Single-player,Indie,27,4,0,0,0-20000,6.99
970980,VR INTERACTIVE TRAILER: Runes,11/8/2018,1,StormBorn Studio,StormBorn Studio,1,0,0,universal,Single-player,Action,0,6,0,0,0-20000,0
904820,VR Jogger,8/17/2018,1,EnsenaSoft,EnsenaSoft,1,0,0,universal,Single-player,Casual,0,8,6,0,0-20000,0
736340,VR Mini Bowling,12/5/2018,1,Brian Macumber,Brian Macumber,1,0,0,universal,Single-player,Indie,0,17,3,0,0-20000,3.99
896890,VR Paradise,12/14/2018,1,Totem Entertainment,Totem Entertainment,1,0,0,universal,Single-player,Free to Play,8,138,50,0,20000-50000,19.99
949150,VR Party Club,10/14/2018,1,callenshaw indiegames,callenshaw indiegames,1,0,0,universal,Single-player,Action,0,2,0,0,0-20000,15.49
468240,VR Regatta - The Sailing Game,1/30/2018,1,MarineVerse,MarineVerse,1,0,0,universal,Single-player,Racing,16,95,8,16,0-20000,15.49
757100,VR RHYTHM ACTION SEIYA,3/14/2018,1,WANDV.INC,WANDV.INC,1,0,0,universal,Single-player,Action,0,23,4,0,0-20000,14.49
964460,VR Rome,11/5/2018,1,Steven Luo,Steven Luo,1,0,0,universal,Single-player,Adventure,0,8,3,0,0-20000,11.39
774501,VR Soccer '96,1/19/2018,1,Gremlin Interactive Ltd.,Interplay,1,1,0,universal,Single-player,Sports,0,1,0,0,0-20000,7.19
796970,VR Soccer Training,3/20/2018,1,Digitalzone,Digitalzone,1,0,0,universal,Single-player,Simulation,0,2,0,0,0-20000,0
670830,VR Trivia Battle,10/23/2018,1,RLTY CHK,RLTY CHK,1,0,0,universal,Multi-player,Casual,0,7,2,0,0-20000,0
